DR_NO;Date Rptd;AREA NAME;Crm Cd Desc;DATE OCC;TIME OCC;AREA;Rpt Dist No;Vict Age;Vict Sex;Premis Desc;Weapon Used Cd;Status
201915401;10/07/2020 12:00:00 AM;Mission    ;ROBBERY                                                 ;10/07/2020 12:00:00 AM;2140;19;1919;20;M;SEX ORIENTED/BOOK STORE/STRIP CLUB/GENTLEMAN;511;IC
201916048;10/23/2020 12:00:00 AM;Mission    ;OTHER MISCELLANEOUS CRIME                               ;10/23/2020 12:00:00 AM;930;19;1971;33;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;AO
211908324;05/04/2021 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       ;05/01/2020 12:00:00 AM;745;19;1904;24;F;PARKING LOT                                 ;400;AO
201909752;05/13/2020 12:00:00 AM;Mission    ;BURGLARY                                                ;05/09/2020 12:00:00 AM;2119;19;1961;41;M;STORAGE SHED                                ;               ;AA
201906663;02/20/2020 12:00:00 AM;Mission    ;THEFT PLAIN - PETTY ($950 & UNDER)                      ;02/20/2020 12:00:00 AM;845;19;1987;67;F;MARKET                                      ;               ;IC
201918286;12/21/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        ;12/21/2020 12:00:00 AM;1450;19;1966;0; ;STREET                                      ;               ;IC
201913350;08/15/2020 12:00:00 AM;Mission    ;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER);08/09/2020 12:00:00 AM;1600;19;1984;7;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;JA
201916638;11/06/2020 12:00:00 AM;Mission    ;VIOLATION OF RESTRAINING ORDER                          ;11/06/2020 12:00:00 AM;915;19;1964;44;F;VEHICLE, PASSENGER/TRUCK                    ;               ;AA
211907205;04/01/2021 12:00:00 AM;Mission    ;RAPE, ATTEMPTED                                         ;02/22/2020 12:00:00 AM;1;19;1915;17;F;VEHICLE, PASSENGER/TRUCK                    ;400;AO
201909585;05/08/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       ;05/08/2020 12:00:00 AM;2110;19;1916;28;M;PARKING LOT                                 ;400;AO
